State,Country,Latitude,Longitude,Date,Confirmed,Deaths,Recovered,Active,WHO Region
Guangxi,China,23.8298,108.7881,4/15/20,254,2,252,0,Western Pacific
Guizhou,China,26.8154,106.8748,4/15/20,146,2,144,0,Western Pacific
Hainan,China,19.1959,109.7453,4/15/20,168,6,162,0,Western Pacific
Hebei,China,39.549,116.1306,4/15/20,327,6,314,7,Western Pacific
Heilongjiang,China,47.862,127.7615,4/15/20,841,13,470,358,Western Pacific
Henan,China,33.882,113.614,4/15/20,1276,22,1254,0,Western Pacific
Hong Kong,China,22.3,114.2,4/15/20,1017,4,459,554,Western Pacific
Hubei,China,30.9756,112.2707,4/15/20,67803,3222,64402,179,Western Pacific
Hunan,China,27.6104,111.7088,4/15/20,1019,4,1014,1,Western Pacific
Inner Mongolia,China,44.0935,113.9448,4/15/20,190,1,94,95,Western Pacific
Jiangsu,China,32.9711,119.455,4/15/20,653,0,642,11,Western Pacific
Jiangxi,China,27.614,115.7221,4/15/20,937,1,936,0,Western Pacific
Jilin,China,43.6661,126.1923,4/15/20,102,1,96,5,Western Pacific
Liaoning,China,41.2956,122.6085,4/15/20,145,2,138,5,Western Pacific
Macau,China,22.1667,113.55,4/15/20,45,0,16,29,Western Pacific
Ningxia,China,37.2692,106.1655,4/15/20,75,0,75,0,Western Pacific
Qinghai,China,35.7452,95.9956,4/15/20,18,0,18,0,Western Pacific
Shaanxi,China,35.1917,108.8701,4/15/20,256,3,251,2,Western Pacific
Shandong,China,36.3427,118.1498,4/15/20,784,7,761,16,Western Pacific
Shanghai,China,31.202,121.4491,4/15/20,622,7,485,130,Western Pacific
Shanxi,China,37.5777,112.2922,4/15/20,186,0,135,51,Western Pacific
Sichuan,China,30.6171,102.7103,4/15/20,560,3,550,7,Western Pacific
Tianjin,China,39.3054,117.323,4/15/20,185,3,171,11,Western Pacific
Tibet,China,31.6927,88.0924,4/15/20,1,0,1,0,Western Pacific
Xinjiang,China,41.1129,85.2401,4/15/20,76,3,73,0,Western Pacific
Yunnan,China,24.974,101.487,4/15/20,184,2,176,6,Western Pacific
Zhejiang,China,29.1832,120.0934,4/15/20,1268,1,1244,23,Western Pacific
,Colombia,4.5709,-74.2973,4/15/20,3105,131,452,2522,Americas
,Congo (Brazzaville),-4.0383,21.7587,4/15/20,117,5,11,101,Africa
,Congo (Kinshasa),-4.0383,21.7587,4/15/20,254,21,21,212,Africa
,Costa Rica,9.7489,-83.7534,4/15/20,626,4,67,555,Americas
,Cote d'Ivoire,7.54,-5.5471,4/15/20,638,6,114,518,Africa
,Croatia,45.1,15.2,4/15/20,1741,33,473,1235,Europe
,Cuba,22.0,-80.0,4/15/20,814,24,151,639,Americas
,Cyprus,35.1264,33.4299,4/15/20,715,12,65,638,Europe
,Czechia,49.8175,15.473,4/15/20,6216,166,819,5231,Europe
Faroe Islands,Faroe Islands (DK),61.8926,-6.9118,4/15/20,184,0,166,18,
Greenland,Greenland (DK),71.7069,-42.6043,4/15/20,11,0,11,0,Europe
,Denmark,56.2639,9.5018,4/15/20,6681,309,2748,3624,Europe
,Djibouti,11.8251,42.5903,4/15/20,435,2,71,362,Eastern Mediterranean
,Dominican Republic,18.7357,-70.1627,4/15/20,3614,189,208,3217,Americas
,Ecuador,-1.8312,-78.1834,4/15/20,7858,388,780,6690,Americas
,Egypt,26.0,30.0,4/15/20,2505,183,589,1733,Eastern Mediterranean
,El Salvador,13.7942,-88.8965,4/15/20,159,6,30,123,Americas
,Equatorial Guinea,1.5,10.0,4/15/20,51,0,4,47,Africa
,Eritrea,15.1794,39.7823,4/15/20,35,0,0,35,Africa
,Estonia,58.5953,25.0136,4/15/20,1400,35,117,1248,Europe
,Eswatini,-26.5225,31.4659,4/15/20,15,0,8,7,Africa
,Ethiopia,9.145,40.4897,4/15/20,85,3,15,67,Africa
,Fiji,-17.7134,178.065,4/15/20,16,0,0,16,Western Pacific
,Finland,64.0,26.0,4/15/20,3237,72,300,2865,Europe
French Guiana,French Guiana,3.9339,-53.1258,4/15/20,86,0,51,35,Americas
French Polynesia,French Polynesia,-17.6797,149.4068,4/15/20,55,0,0,55,Western Pacific
Guadeloupe,Guadeloupe (FR),16.25,-61.5833,4/15/20,145,8,67,70,Americas
Mayotte,Mayotte (FR),-12.8275,45.1662,4/15/20,217,3,69,145,Africa
New Caledonia,France,-20.9043,165.618,4/15/20,18,0,1,17,Europe
Reunion,Reunion (FR),-21.1351,55.2471,4/15/20,391,0,237,154,Africa
Saint Barthelemy,France,17.9,-62.8333,4/15/20,6,0,4,2,Europe
St Martin,France,18.0708,-63.0501,4/15/20,35,2,13,20,Europe
Martinique,Martinique (FR),14.6415,-61.0242,4/15/20,158,8,73,77,Americas
,France,46.2276,2.2137,4/15/20,132473,17148,30440,84885,Europe
,Gabon,-0.8037,11.6094,4/15/20,80,1,4,75,Africa
,Gambia,13.4432,-15.3101,4/15/20,9,1,2,6,Africa
,Georgia,42.3154,43.3569,4/15/20,306,3,71,232,Europe
,Germany,51.0,9.0,4/15/20,134753,3804,72600,58349,Europe
,Ghana,7.9465,-1.0232,4/15/20,636,8,17,611,Africa
,Greece,39.0742,21.8243,4/15/20,2192,102,269,1821,Europe
,Guatemala,15.7835,-90.2308,4/15/20,180,5,19,156,Americas
,Guinea,9.9456,-9.6966,4/15/20,404,1,31,372,Africa
,Guyana,5.0,-58.75,4/15/20,55,6,8,41,Americas
,Haiti,18.9712,-72.2852,4/15/20,41,3,0,38,Americas
,Holy See,41.9029,12.4534,4/15/20,8,0,2,6,Europe
,Honduras,15.2,-86.2419,4/15/20,419,31,9,379,Americas
,Hungary,47.1625,19.5033,4/15/20,1579,134,192,1253,Europe
,Iceland,64.9631,-19.0208,4/15/20,1727,8,1077,642,Europe
,India,21.0,78.0,4/15/20,12322,405,1432,10485,South-East Asia
,Indonesia,-0.7893,113.9213,4/15/20,5136,469,446,4221,South-East Asia
,Iran,32.0,53.0,4/15/20,76389,4777,49933,21679,Eastern Mediterranean
,Iraq,33.0,44.0,4/15/20,1415,79,812,524,Eastern Mediterranean
,Ireland,53.1424,-7.6921,4/15/20,12547,444,77,12026,Europe
,Israel,31.0,35.0,4/15/20,12501,130,2563,9808,Europe
,Italy,43.0,12.0,4/15/20,165155,21645,38092,105418,Europe
,Jamaica,18.1096,-77.2975,4/15/20,125,5,21,99,Americas
,Japan,36.0,138.0,4/15/20,8100,146,853,7101,Western Pacific
,Jordan,31.24,36.51,4/15/20,401,7,250,144,Eastern Mediterranean
,Kazakhstan,48.0196,66.9237,4/15/20,1295,16,240,1039,Europe
,Kenya,-0.0236,37.9062,4/15/20,225,10,53,162,Africa
,South Korea,36.0,128.0,4/15/20,10591,225,7616,2750,Western Pacific
,Kuwait,29.5,47.75,4/15/20,1405,3,206,1196,Eastern Mediterranean
,Kyrgyzstan,41.2044,74.7661,4/15/20,449,5,78,366,Europe
,Latvia,56.8796,24.6032,4/15/20,666,5,44,617,Europe
,Lebanon,33.8547,35.8623,4/15/20,658,21,85,552,Eastern Mediterranean
,Liberia,6.4281,-9.4295,4/15/20,59,6,4,49,Africa
,Liechtenstein,47.14,9.55,4/15/20,79,1,55,23,Europe
,Lithuania,55.1694,23.8813,4/15/20,1091,30,138,923,Europe
,Luxembourg,49.8153,6.1296,4/15/20,3373,69,526,2778,Europe
,Madagascar,-18.7669,46.8691,4/15/20,110,0,29,81,Africa
,Malaysia,2.5,112.5,4/15/20,5072,83,2647,2342,Western Pacific
,Maldives,3.2028,73.2207,4/15/20,22,0,16,6,South-East Asia
,Malta,35.9375,14.3754,4/15/20,399,3,44,352,Europe
,Mauritania,21.0079,10.9408,4/15/20,7,1,2,4,Africa
,Mauritius,-20.2,57.5,4/15/20,324,9,65,250,Africa
,Mexico,23.6345,-102.5528,4/15/20,5847,449,2125,3273,Americas
,Moldova,47.4116,28.3699,4/15/20,2049,46,171,1832,Europe
,Monaco,43.7333,7.4167,4/15/20,93,3,12,78,Europe
,Mongolia,46.8625,103.8467,4/15/20,30,0,5,25,Western Pacific
,Montenegro,42.5,19.3,4/15/20,288,4,55,229,Europe
,Morocco,31.7917,-7.0926,4/15/20,2024,127,229,1668,Eastern Mediterranean
,Namibia,-22.9576,18.4904,4/15/20,16,0,3,13,Africa
,Nepal,28.1667,84.25,4/15/20,16,0,1,15,South-East Asia
Aruba,Aruba (NL),12.5186,-70.0358,4/15/20,93,1,39,53,Americas
Curacao,Curacao (NL),12.1696,-68.99,4/15/20,14,1,10,3,Americas
Sint Maarten,Sint Maarten (NL),18.0425,-63.0548,4/15/20,53,9,5,39,Americas
,Netherlands,52.1326,5.2913,4/15/20,28153,3134,0,25019,Europe
,New Zealand,-40.9006,174.886,4/15/20,1386,9,728,649,Western Pacific
,Nicaragua,12.8654,-85.2072,4/15/20,9,1,4,4,Americas
,Niger,17.6078,8.0817,4/15/20,584,14,90,480,Africa
,Nigeria,9.082,8.6753,4/15/20,407,12,128,267,Africa
,North Macedonia,41.6086,21.7453,4/15/20,974,45,98,831,Europe
,Norway,60.472,8.4689,4/15/20,6740,150,32,6558,Europe
,Oman,21.0,57.0,4/15/20,910,4,131,775,Eastern Mediterranean
,Pakistan,30.3753,69.3451,4/15/20,6919,128,1645,5146,Eastern Mediterranean
,Panama,8.538,-80.7821,4/15/20,3574,95,72,3407,Americas
,Papua New Guinea,-6.315,143.9555,4/15/20,2,0,0,2,Western Pacific
,Paraguay,-23.4425,-58.4438,4/15/20,161,8,23,130,Americas
,Peru,-9.19,-75.0152,4/15/20,11475,254,3108,8113,Americas
,Philippines,13.0,122.0,4/15/20,5453,349,353,4751,Western Pacific
,Poland,51.9194,19.1451,4/15/20,7582,286,668,6628,Europe
,Portugal,39.3999,-8.2245,4/15/20,18091,599,383,17109,Europe
,Qatar,25.3548,51.1839,4/15/20,3711,7,406,3298,Eastern Mediterranean
,Romania,45.9432,24.9668,4/15/20,7216,372,1217,5627,Europe
,Russia,60.0,90.0,4/15/20,24490,198,1986,22306,Europe
,Rwanda,-1.9403,29.8739,4/15/20,136,0,54,82,Africa
,Saint Lucia,13.9094,-60.9789,4/15/20,15,0,11,4,Americas
,Saint Vincent and the Grenadines,12.9843,-61.2872,4/15/20,12,0,1,11,Americas
,San Marino,43.9424,12.4578,4/15/20,372,36,53,283,Europe
,Saudi Arabia,24.0,45.0,4/15/20,5862,79,931,4852,Eastern Mediterranean
,Senegal,14.4974,-14.4524,4/15/20,314,2,190,122,Africa
,Serbia,44.0165,21.0059,4/15/20,4873,99,0,4774,Europe
,Seychelles,-4.6796,55.492,4/15/20,11,0,0,11,Africa
,Singapore,1.2833,103.8333,4/15/20,3699,10,652,3037,Western Pacific
,Slovakia,48.669,19.699,4/15/20,863,6,151,706,Europe
,Slovenia,46.1512,14.9955,4/15/20,1248,61,165,1022,Europe
,Somalia,5.1521,46.1996,4/15/20,80,5,2,73,Eastern Mediterranean
,South Africa,-30.5595,22.9375,4/15/20,2506,34,410,2062,Africa
,Spain,40.0,-4.0,4/15/20,177644,18708,70853,88083,Europe
,Sri Lanka,7.0,81.0,4/15/20,238,7,63,168,South-East Asia
,Sudan,12.8628,30.2176,4/15/20,32,5,4,23,Eastern Mediterranean
,Suriname,3.9193,-56.0278,4/15/20,10,1,6,3,Americas
,Sweden,63.0,16.0,4/15/20,11927,1203,0,10724,Europe
,Switzerland,46.8182,8.2275,4/15/20,26336,1239,15400,9697,Europe
,Taiwan*,23.7,121.0,4/15/20,395,6,124,265,Western Pacific
,Tanzania,-6.369,34.8888,4/15/20,88,4,11,73,Africa
,Thailand,15.0,101.0,4/15/20,2643,43,1497,1103,South-East Asia
,Togo,8.6195,0.8248,4/15/20,81,3,35,43,Africa
,Trinidad and Tobago,10.6918,-61.2225,4/15/20,114,8,19,87,Americas
,Tunisia,34.0,9.0,4/15/20,780,35,43,702,Eastern Mediterranean
,Turkey,38.9637,35.2433,4/15/20,69392,1518,5674,62200,Europe
,Uganda,1.0,32.0,4/15/20,55,0,12,43,Africa
,Ukraine,48.3794,31.1656,4/15/20,3764,108,143,3513,Europe
,United Arab Emirates,24.0,54.0,4/15/20,5365,33,1034,4298,Eastern Mediterranean
Bermuda,United Kingdom,32.3078,-64.7505,4/15/20,81,5,33,43,Europe
Cayman Islands,Cayman Islands (UK),19.3133,-81.2546,4/15/20,54,1,6,47,Americas
Channel Islands,United Kingdom,49.3723,-2.3644,4/15/20,447,15,69,363,Europe
Gibraltar,Gibraltar (UK),36.1408,-5.3536,4/15/20,131,0,104,27,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,4/15/20,256,4,151,101,Europe
Montserrat,Montserrat (UK),16.7425,-62.1874,4/15/20,11,0,1,10,Americas
,United Kingdom,55.3781,-3.4360000000000004,4/15/20,98476,14915,0,83561,Europe
,Uruguay,-32.5228,-55.7658,4/15/20,493,9,272,212,Americas
,US,37.0902,-95.7129,4/15/20,637974,32944,52096,552934,Americas
,Uzbekistan,41.3775,64.5853,4/15/20,1302,4,107,1191,Europe
,Venezuela,6.4238,-66.5897,4/15/20,197,9,111,77,Americas
,Vietnam,16.0,108.0,4/15/20,267,0,171,96,Western Pacific
,Zambia,-15.4167,28.2833,4/15/20,48,2,30,16,Africa
,Zimbabwe,-20.0,30.0,4/15/20,23,3,1,19,Africa
,Dominica,15.415,-61.371,4/15/20,16,0,8,8,Americas
,Grenada,12.1165,-61.679,4/15/20,14,0,0,14,Americas
,Mozambique,-18.665695,35.529562,4/15/20,29,0,0,29,Africa
,Syria,34.802075,38.99681500000001,4/15/20,33,2,0,31,Eastern Mediterranean
,Timor-Leste,-8.874217,125.727539,4/15/20,8,0,0,8,South-East Asia
,Belize,13.1939,-59.5432,4/15/20,18,2,0,16,Americas
,Laos,19.85627,102.495496,4/15/20,19,0,1,18,Western Pacific
,Libya,26.3351,17.228331,4/15/20,48,1,9,38,Eastern Mediterranean
,West Bank and Gaza,31.9522,35.2332,4/15/20,291,2,63,226,Eastern Mediterranean
,Guinea-Bissau,11.8037,-15.1804,4/15/20,43,0,0,43,Africa
,Mali,17.570692,-3.996166000000001,4/15/20,148,13,34,101,Africa
,Saint Kitts and Nevis,17.357822,-62.782998,4/15/20,14,0,0,14,Americas
Northwest Territories,Canada,64.8255,-124.8457,4/15/20,5,0,0,5,Americas
Yukon,Canada,64.2823,-135.0,4/15/20,8,0,0,8,Americas
,Kosovo,42.602636,20.902977,4/15/20,387,8,66,313,Europe
,Burma,21.9162,95.956,4/15/20,74,4,2,68,South-East Asia
Anguilla,Anguilla (UK),18.2206,-63.0686,4/15/20,3,0,1,2,Americas
British Virgin Islands,British Virgin Islands (UK),18.4207,-64.64,4/15/20,3,0,2,1,Americas
Turks and Caicos Islands,Turks and Caicos Islands (UK),21.69400000000001,-71.7979,4/15/20,10,1,0,9,Americas
,Botswana,-22.3285,24.6849,4/15/20,13,1,0,12,Africa
,Burundi,-3.3731,29.9189,4/15/20,5,1,0,4,Africa
,Sierra Leone,8.460555000000001,-11.779889,4/15/20,13,0,0,13,Africa
,Malawi,-13.254307999999998,34.301525,4/15/20,16,2,0,14,Africa
Falkland Islands (Malvinas),Falkland Islands (Malvinas) (UK),-51.7963,-59.5236,4/15/20,11,0,1,10,Africa
Saint Pierre and Miquelon,Saint Pierre and Miquelon (FR),46.8852,-56.3159,4/15/20,1,0,0,1,Americas
,South Sudan,6.877000000000002,31.307,4/15/20,4,0,0,4,Africa
,Western Sahara,24.2155,-12.8858,4/15/20,6,0,0,6,Africa
,Sao Tome and Principe,0.18636,6.613081,4/15/20,4,0,0,4,Africa
,Yemen,15.552727,48.516388,4/15/20,1,0,0,1,Eastern Mediterranean
,Comoros,-11.6455,43.3333,4/15/20,0,0,0,0,Africa
,Tajikistan,38.861034,71.276093,4/15/20,0,0,0,0,Europe
,Lesotho,-29.609988,28.233608,4/15/20,0,0,0,0,Africa
,Afghanistan,33.0,65.0,4/16/20,840,30,54,756,Eastern Mediterranean
,Albania,41.1533,20.1683,4/16/20,518,26,277,215,Europe
,Algeria,28.0339,1.6596,4/16/20,2268,348,783,1137,Africa
,Andorra,42.5063,1.5218,4/16/20,673,33,169,471,Europe
,Angola,-11.2027,17.8739,4/16/20,19,2,5,12,Africa
,Antigua and Barbuda,17.0608,-61.7964,4/16/20,23,3,3,17,Americas
,Argentina,-38.4161,-63.6167,4/16/20,2571,115,631,1825,Americas
,Armenia,40.0691,45.0382,4/16/20,1159,18,358,783,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,4/16/20,103,3,82,18,Western Pacific
New South Wales,Australia,-33.8688,151.2093,4/16/20,2897,25,4,2868,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,4/16/20,28,0,6,22,Western Pacific
Queensland,Australia,-28.0167,153.4,4/16/20,1001,5,442,554,Western Pacific
South Australia,Australia,-34.9285,138.6007,4/16/20,433,4,279,150,Western Pacific
Tasmania,Australia,-41.4545,145.9707,4/16/20,169,6,67,96,Western Pacific
Victoria,Australia,-37.8136,144.9631,4/16/20,1299,14,1137,148,Western Pacific
Western Australia,Australia,-31.9505,115.8605,4/16/20,532,6,338,188,Western Pacific
,Austria,47.5162,14.5501,4/16/20,14476,410,8986,5080,Europe
,Azerbaijan,40.1431,47.5769,4/16/20,1283,15,460,808,Europe
,Bahamas,25.0343,-77.3963,4/16/20,53,8,6,39,Americas
,Bahrain,26.0275,50.55,4/16/20,1700,7,703,990,Eastern Mediterranean
,Bangladesh,23.685,90.3563,4/16/20,1572,60,49,1463,South-East Asia
,Barbados,13.1939,-59.5432,4/16/20,75,5,15,55,Americas
,Belarus,53.7098,27.9534,4/16/20,4204,40,203,3961,Europe
,Belgium,50.8333,4.0,4/16/20,34809,4857,7562,22390,Europe
,Benin,9.3077,2.3158,4/16/20,35,1,18,16,Africa
,Bhutan,27.5142,90.4336,4/16/20,5,0,2,3,South-East Asia
,Bolivia,-16.2902,-63.5887,4/16/20,441,29,14,398,Americas
,Bosnia and Herzegovina,43.9159,17.6791,4/16/20,1167,43,277,847,Europe
,Brazil,-14.235,-51.9253,4/16/20,30425,1924,14026,14475,Americas
,Brunei,4.5353,114.7277,4/16/20,136,1,108,27,Western Pacific
,Bulgaria,42.7339,25.4858,4/16/20,800,38,122,640,Europe
,Burkina Faso,12.2383,-1.5616,4/16/20,546,32,257,257,Africa
,Cabo Verde,16.5388,-23.0418,4/16/20,56,1,1,54,Africa
,Cambodia,11.55,104.9167,4/16/20,122,0,98,24,Western Pacific
,Cameroon,3.848,11.5021,4/16/20,996,22,164,810,Africa
Alberta,Canada,53.9333,-116.5765,4/16/20,1996,48,0,1948,Americas
British Columbia,Canada,49.2827,-123.1207,4/16/20,1561,75,0,1486,Americas
Manitoba,Canada,53.7609,-98.8139,4/16/20,250,5,0,245,Americas
New Brunswick,Canada,46.5653,-66.4619,4/16/20,117,0,0,117,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,4/16/20,252,3,0,249,Americas
Nova Scotia,Canada,44.682,-63.7443,4/16/20,579,3,0,576,Americas
Ontario,Canada,51.2538,-85.3232,4/16/20,9840,490,0,9350,Americas
Prince Edward Island,Canada,46.5107,-63.4168,4/16/20,26,0,0,26,Americas
Quebec,Canada,52.9399,-73.5491,4/16/20,15857,630,0,15227,Americas
Saskatchewan,Canada,52.9399,-106.4509,4/16/20,305,4,0,301,Americas
,Central African Republic,6.6111,20.9394,4/16/20,12,0,4,8,Africa
,Chad,15.4542,18.7322,4/16/20,27,0,5,22,Africa
,Chile,-35.6751,-71.543,4/16/20,8807,105,3299,5403,Americas
Anhui,China,31.8257,117.2264,4/16/20,991,6,984,1,Western Pacific
Beijing,China,40.1824,116.4142,4/16/20,593,8,503,82,Western Pacific
Chongqing,China,30.0572,107.874,4/16/20,579,6,570,3,Western Pacific
Fujian,China,26.0789,117.9874,4/16/20,353,1,333,19,Western Pacific
Gansu,China,37.8099,101.0583,4/16/20,139,2,137,0,Western Pacific
Guangdong,China,23.3417,113.4244,4/16/20,1571,8,1471,92,Western Pacific
Guangxi,China,23.8298,108.7881,4/16/20,254,2,252,0,Western Pacific
Guizhou,China,26.8154,106.8748,4/16/20,146,2,144,0,Western Pacific
Hainan,China,19.1959,109.7453,4/16/20,168,6,162,0,Western Pacific
Hebei,China,39.549,116.1306,4/16/20,328,6,315,7,Western Pacific
Heilongjiang,China,47.862,127.7615,4/16/20,861,13,471,377,Western Pacific
Henan,China,33.882,113.614,4/16/20,1276,22,1254,0,Western Pacific
Hong Kong,China,22.3,114.2,4/16/20,1017,4,485,528,Western Pacific
Hubei,China,30.9756,112.2707,4/16/20,67803,3222,64435,146,Western Pacific
Hunan,China,27.6104,111.7088,4/16/20,1019,4,1014,1,Western Pacific
Inner Mongolia,China,44.0935,113.9448,4/16/20,193,1,94,98,Western Pacific
Jiangsu,China,32.9711,119.455,4/16/20,653,0,642,11,Western Pacific
Jiangxi,China,27.614,115.7221,4/16/20,937,1,936,0,Western Pacific
Jilin,China,43.6661,126.1923,4/16/20,102,1,96,5,Western Pacific
Liaoning,China,41.2956,122.6085,4/16/20,145,2,140,3,Western Pacific
Macau,China,22.1667,113.55,4/16/20,45,0,16,29,Western Pacific
Ningxia,China,37.2692,106.1655,4/16/20,75,0,75,0,Western Pacific
Qinghai,China,35.7452,95.9956,4/16/20,18,0,18,0,Western Pacific
Shaanxi,China,35.1917,108.8701,4/16/20,256,3,251,2,Western Pacific
Shandong,China,36.3427,118.1498,4/16/20,784,7,761,16,Western Pacific
Shanghai,China,31.202,121.4491,4/16/20,628,7,489,132,Western Pacific
Shanxi,China,37.5777,112.2922,4/16/20,194,0,135,59,Western Pacific
Sichuan,China,30.6171,102.7103,4/16/20,560,3,552,5,Western Pacific
Tianjin,China,39.3054,117.323,4/16/20,186,3,172,11,Western Pacific
Tibet,China,31.6927,88.0924,4/16/20,1,0,1,0,Western Pacific
Xinjiang,China,41.1129,85.2401,4/16/20,76,3,73,0,Western Pacific
Yunnan,China,24.974,101.487,4/16/20,184,2,176,6,Western Pacific
Zhejiang,China,29.1832,120.0934,4/16/20,1268,1,1244,23,Western Pacific
,Colombia,4.5709,-74.2973,4/16/20,3233,144,550,2539,Americas
,Congo (Brazzaville),-4.0383,21.7587,4/16/20,117,5,11,101,Africa
,Congo (Kinshasa),-4.0383,21.7587,4/16/20,267,22,23,222,Africa
,Costa Rica,9.7489,-83.7534,4/16/20,642,4,74,564,Americas
,Cote d'Ivoire,7.54,-5.5471,4/16/20,654,6,146,502,Africa
,Croatia,45.1,15.2,4/16/20,1791,35,529,1227,Europe
,Cuba,22.0,-80.0,4/16/20,862,27,171,664,Americas
,Cyprus,35.1264,33.4299,4/16/20,735,12,77,646,Europe
,Czechia,49.8175,15.473,4/16/20,6433,169,972,5292,Europe
Faroe Islands,Faroe Islands (DK),61.8926,-6.9118,4/16/20,184,0,169,15,
Greenland,Greenland (DK),71.7069,-42.6043,4/16/20,11,0,11,0,Europe
,Denmark,56.2639,9.5018,4/16/20,6879,321,3023,3535,Europe
,Djibouti,11.8251,42.5903,4/16/20,591,2,73,516,Eastern Mediterranean
,Dominican Republic,18.7357,-70.1627,4/16/20,3755,196,215,3344,Americas
,Ecuador,-1.8312,-78.1834,4/16/20,8225,403,838,6984,Americas
,Egypt,26.0,30.0,4/16/20,2673,196,596,1881,Eastern Mediterranean
,El Salvador,13.7942,-88.8965,4/16/20,164,6,33,125,Americas
,Equatorial Guinea,1.5,10.0,4/16/20,51,0,4,47,Africa
,Eritrea,15.1794,39.7823,4/16/20,35,0,0,35,Africa
,Estonia,58.5953,25.0136,4/16/20,1434,36,133,1265,Europe
,Eswatini,-26.5225,31.4659,4/16/20,16,1,8,7,Africa
,Ethiopia,9.145,40.4897,4/16/20,92,3,15,74,Africa
,Fiji,-17.7134,178.065,4/16/20,17,0,0,17,Western Pacific
,Finland,64.0,26.0,4/16/20,3369,75,1700,1594,Europe
French Guiana,French Guiana,3.9339,-53.1258,4/16/20,86,0,51,35,Americas
French Polynesia,French Polynesia,-17.6797,149.4068,4/16/20,55,0,0,55,Western Pacific
Guadeloupe,Guadeloupe (FR),16.25,-61.5833,4/16/20,145,8,67,70,Americas
Mayotte,Mayotte (FR),-12.8275,45.1662,4/16/20,233,3,69,161,Africa
New Caledonia,France,-20.9043,165.618,4/16/20,18,0,1,17,Europe
Reunion,Reunion (FR),-21.1351,55.2471,4/16/20,394,0,237,157,Africa
Saint Barthelemy,France,17.9,-62.8333,4/16/20,6,0,4,2,Europe
St Martin,France,18.0708,-63.0501,4/16/20,35,2,13,20,Europe
Martinique,Martinique (FR),14.6415,-61.0242,4/16/20,158,8,73,77,Americas
,France,46.2276,2.2137,4/16/20,144944,17901,32297,94746,Europe
,Gabon,-0.8037,11.6094,4/16/20,80,1,4,75,Africa
,Gambia,13.4432,-15.3101,4/16/20,9,1,2,6,Africa
,Georgia,42.3154,43.3569,4/16/20,348,3,76,269,Europe
,Germany,51.0,9.0,4/16/20,137698,4052,77000,56646,Europe
,Ghana,7.9465,-1.0232,4/16/20,641,8,83,550,Africa
,Greece,39.0742,21.8243,4/16/20,2207,105,269,1833,Europe
,Guatemala,15.7835,-90.2308,4/16/20,196,5,19,172,Americas
,Guinea,9.9456,-9.6966,4/16/20,438,1,49,388,Africa
,Guyana,5.0,-58.75,4/16/20,55,6,8,41,Americas
,Haiti,18.9712,-72.2852,4/16/20,41,3,0,38,Americas
,Holy See,41.9029,12.4534,4/16/20,8,0,2,6,Europe
,Honduras,15.2,-86.2419,4/16/20,426,35,9,382,Americas
,Hungary,47.1625,19.5033,4/16/20,1652,142,199,1311,Europe
,Iceland,64.9631,-19.0208,4/16/20,1739,8,1144,587,Europe
,India,21.0,78.0,4/16/20,13430,448,1768,11214,South-East Asia
,Indonesia,-0.7893,113.9213,4/16/20,5516,496,548,4472,South-East Asia
,Iran,32.0,53.0,4/16/20,77995,4869,52229,20897,Eastern Mediterranean
,Iraq,33.0,44.0,4/16/20,1434,80,856,498,Eastern Mediterranean
,Ireland,53.1424,-7.6921,4/16/20,13271,486,77,12708,Europe
,Israel,31.0,35.0,4/16/20,12758,142,2818,9798,Europe
,Italy,43.0,12.0,4/16/20,168941,22170,40164,106607,Europe
,Jamaica,18.1096,-77.2975,4/16/20,143,5,21,117,Americas
,Japan,36.0,138.0,4/16/20,8626,178,901,7547,Western Pacific
,Jordan,31.24,36.51,4/16/20,402,7,259,136,Eastern Mediterranean
,Kazakhstan,48.0196,66.9237,4/16/20,1402,17,277,1108,Europe
,Kenya,-0.0236,37.9062,4/16/20,234,11,53,170,Africa
,South Korea,36.0,128.0,4/16/20,10613,229,7757,2627,Western Pacific
,Kuwait,29.5,47.75,4/16/20,1524,3,225,1296,Eastern Mediterranean
,Kyrgyzstan,41.2044,74.7661,4/16/20,466,5,91,370,Europe
,Latvia,56.8796,24.6032,4/16/20,675,5,57,613,Europe
,Lebanon,33.8547,35.8623,4/16/20,663,21,86,556,Eastern Mediterranean
,Liberia,6.4281,-9.4295,4/16/20,59,6,4,49,Africa
,Liechtenstein,47.14,9.55,4/16/20,79,1,55,23,Europe
,Lithuania,55.1694,23.8813,4/16/20,1128,32,178,918,Europe
,Luxembourg,49.8153,6.1296,4/16/20,3444,69,552,2823,Europe
,Madagascar,-18.7669,46.8691,4/16/20,111,0,33,78,Africa
,Malaysia,2.5,112.5,4/16/20,5182,84,2766,2332,Western Pacific
,Maldives,3.2028,73.2207,4/16/20,25,0,16,9,South-East Asia
,Malta,35.9375,14.3754,4/16/20,412,3,82,327,Europe
,Mauritania,21.0079,10.9408,4/16/20,7,1,2,4,Africa
,Mauritius,-20.2,57.5,4/16/20,324,9,81,234,Africa
,Mexico,23.6345,-102.5528,4/16/20,6297,486,2125,3686,Americas
